numero de neuronas, error en entrenamiento, error en prueba, falsos positivos, falsos negativos
2, 0, 0.426456544561, 0, 2811
3, 0, 0.426676460472, 0, 2811
4, 0, 0.42649291543, 0, 2811
5, 0, 0.424260972967, 0, 2811
6, 0, 0.423036472669, 0, 2811
7, 0, 0.423996914792, 0, 2811
8, 0, 0.422164629848, 0, 2811
9, 0, 0.42147598637, 0, 2811
10, 0, 0.420959288859, 0, 2811
