numero de neuronas, error en entrenamiento, error en prueba, falsos positivos, falsos negativos
2, 0, 0.406907127818, 0, 2811
3, 0, 0.404682944901, 0, 2811
4, 0, 0.404883432082, 0, 2811
5, 0, 0.403431387755, 0, 2811
6, 0, 0.403429646741, 0, 2811
7, 0, 0.403324170489, 0, 2811
8, 0, 0.402858751235, 0, 2811
9, 0, 0.401300256057, 0, 2811
10, 0, 0.399633316258, 0, 2811
