numero de neuronas, error en entrenamiento, error en prueba, falsos positivos, falsos negativos
2, 0, 0.401646110555, 0, 2811
3, 0, 0.400713609914, 0, 2811
4, 0, 0.401325593866, 0, 2811
5, 0, 0.39923955055, 0, 2811
6, 0, 0.398215430535, 0, 2811
7, 0, 0.399173335649, 0, 2811
8, 0, 0.397421906509, 0, 2811
9, 0, 0.398566366429, 0, 2811
10, 0, 0.397555775037, 0, 2811
