numero de neuronas, error en entrenamiento, error en prueba, falsos positivos, falsos negativos
2, 0, 0.408950040898, 0, 2811
3, 0, 0.407441603569, 0, 2811
4, 0, 0.407196340459, 0, 2811
5, 0, 0.406055239415, 0, 2811
6, 0, 0.406536391645, 0, 2811
7, 0, 0.406211394463, 0, 2811
8, 0, 0.405579801234, 0, 2811
9, 0, 0.403583874693, 0, 2811
10, 0, 0.408747243484, 0, 2811
