numero de neuronas, error en entrenamiento, error en prueba, falsos positivos, falsos negativos
2, 0, 0.412092888284, 0, 2811
3, 0, 0.412515216491, 0, 2811
4, 0, 0.411352168016, 0, 2811
5, 0, 0.408251215203, 0, 2811
6, 0, 0.408772837521, 0, 2811
7, 0, 0.4078185956, 0, 2811
8, 0, 0.408286002083, 0, 2811
9, 0, 0.407363017908, 0, 2811
10, 0, 0.407362946728, 0, 2811
